Position Title,Agency,Location,Grade,Salary Min,Salary Max,Job Code,Opening Date,Closing Date,Job URL
Accountant,Internal Revenue Service,"Denver, Colorado",GS,106437,158322,0510,2026-06-04,2026-06-17,https://www.usajobs.gov:443/job/871511400
Accountant,Internal Revenue Service,"Fresno, California",GS,61722,121203,0510,2026-06-11,2026-06-25,https://www.usajobs.gov:443/job/872673100
Accountant,Internal Revenue Service,"Washington, District of Columbia",GS,106437,158322,0510,2026-04-27,2026-05-07,https://www.usajobs.gov:443/job/866674100
Accountant,Internal Revenue Service,"Washington, District of Columbia",GS,50460,111087,0510,2026-06-17,2026-06-24,https://www.usajobs.gov:443/job/873279800
Accounting Technician (Database Administrator),Internal Revenue Service,"Covington, Kentucky",GS,57453,75666,0525,2026-05-14,2026-05-28,https://www.usajobs.gov:443/job/869087600
Accounts Management Field Director,Internal Revenue Service,"Atlanta, Georgia",ES,151661,228000,0340,2026-03-30,2026-04-13,https://www.usajobs.gov:443/job/863030700
Accounts Management Field Director,Internal Revenue Service,"Memphis, Tennessee",ES,150160,225700,0340,2025-12-15,2026-01-16,https://www.usajobs.gov:443/job/852368300
Actuary (Employee Plans) - 12 Month Register,Internal Revenue Service,"Glendale, Arizona",GS,125776,192694,1510,2026-06-12,2027-03-29,https://www.usajobs.gov:443/job/872912700
Administrative Officer (Chief HR Liaison),Internal Revenue Service,"Atlanta, Georgia",IR,125776,197200,0341,2026-05-12,2026-05-18,https://www.usajobs.gov:443/job/868857900
Administrative Officer (Senior Continuity Representative),Internal Revenue Service,"Atlanta, Georgia",IR,156451,197200,0341,2026-06-18,2026-07-02,https://www.usajobs.gov:443/job/873321100
Appeals Officer (Team Case Lead) 6 MONTH REGISTER,Internal Revenue Service,"Birmingham, Alabama",GS,147945,197200,0930,2026-05-04,2026-08-03,https://www.usajobs.gov:443/job/867755500
Appraiser,Internal Revenue Service,"Birmingham, Alabama",GS,106437,172980,1171,2026-05-06,2026-05-15,https://www.usajobs.gov:443/job/868069100
Area Director Field Assistance,Internal Revenue Service,"Cincinnati, Ohio",ES,151661,228000,0340,2026-04-13,2026-04-27,https://www.usajobs.gov:443/job/864769500
Area Manager,Internal Revenue Service,"Birmingham, Alabama",GS,106437,187093,0301,2026-02-17,2026-03-02,https://www.usajobs.gov:443/job/857892700
