Position Title,Agency,Location,Grade,Salary Min,Salary Max,Job Code,Opening Date,Closing Date,Job URL
INFORMATION TECHNOLOGY SPECIALIST,Air Combat Command,"Moody AFB, Georgia",NF,21,37.85,2210,2026-09-17,2026-09-26,https://www.usajobs.gov:443/job/885120400
SUPERVISORY IT CYBERSECURITY SPECIALIST (NETWORK),Air Combat Command,"Nellis AFB, Nevada",GS,108719,141337,2210,2026-09-18,2026-10-01,https://www.usajobs.gov:443/job/885253600
IT SPECIALIST,Air Force Civilian Career Training,"Salt Lake City, Utah",GS,56763,88225,2210,2025-10-01,2026-09-30,https://www.usajobs.gov:443/job/847096900
IT SPECIALIST (SYSANALYSIS/APPSW),"Air Force Elements, U.S. Transportation Command","Scott AFB, Illinois",NH,41769,141880,2210,2026-09-14,2026-09-27,https://www.usajobs.gov:443/job/884482900
INFORMATION TECHNOLOGY SPECIALIST (ENTARCH) - DIRECT HIRE AUTHORITY,Air Force Materiel Command,"Wright-Patterson AFB, Ohio",NH,130461,197200,2210,2026-09-01,2027-01-05,https://www.usajobs.gov:443/job/882956700
INFORMATION TECHNOLOGY SPECIALIST (SYSADMIN/OS)- DIRECT HIRE AUTHORITY,Air Force Materiel Command,"Edwards AFB, California",NH,104349,161313,2210,2026-08-24,2026-09-24,https://www.usajobs.gov:443/job/881683300
IT SPECIALIST (DATA MANAGEMENT) - DIRECT HIRE AUTHORITY,Air Force Materiel Command,"Kelly AFB, Texas",NH,90823,140403,2210,2026-07-08,2026-11-09,https://www.usajobs.gov:443/job/875650600
Information Technology Specialist (SysAnalysis) Direct Hire Authority,Air Force Materiel Command,"Wright-Patterson AFB, Ohio",NH,76463,118204,2210,2026-09-04,2027-01-06,https://www.usajobs.gov:443/job/883599800
RISK MANAGEMENT & CYBERSECURITY SPECIALIST- ALTERNATE HIRING AUTHORITY,Air Force Materiel Command,"Wright-Patterson AFB, Ohio",GG,132751,181428,2210,2026-08-25,2026-09-25,https://www.usajobs.gov:443/job/881992200
Supervisory Information Technology Specialist,Air Force Services Agency,"Kelly AFB, Texas",NF,50.07,59.66,2210,2026-09-10,2026-09-24,https://www.usajobs.gov:443/job/884182500
INFORMATION TECHNOLOGY SPECIALIST - DIX,Air Mobility Command,"Fort Dix, New Jersey",NF,20.7,20.7,2210,2026-08-13,2026-09-30,https://www.usajobs.gov:443/job/880651800
INFORMATION TECHNOLOGY SPECIALIST (SYSANALYSIS),Air National Guard,"Randolph AFB, Texas",GS,108001,140403,2210,2026-09-15,2026-09-25,https://www.usajobs.gov:443/job/884377100
IT CYBERSECURITY SPECIALIST (INFOSEC),Air National Guard Units,"Elmendorf AFB, Alaska",GS,108852,141511,2210,2026-09-08,2026-10-08,https://www.usajobs.gov:443/job/883825200
IT SPEC (INFOSEC),Air National Guard Units,"Camp Murray, Washington",GS,83935,109122,2210,2026-09-15,2026-10-15,https://www.usajobs.gov:443/job/884807800
IT SPEC (INFOSEC/NETWORK) - TITLE 32,Air National Guard Units,"Hunter AFB, Georgia",GS,74678,97087,2210,2026-03-27,2026-12-31,https://www.usajobs.gov:443/job/862387500
IT SPEC (PLCYPLN),Air National Guard Units,"Otis ANG Base, Massachusetts",GS,101375,131790,2210,2026-08-27,2026-09-26,https://www.usajobs.gov:443/job/882471800
IT SPEC (PLCYPLN),Air National Guard Units,"Portland, Oregon",GS,80465,104610,2210,2026-09-11,2026-09-25,https://www.usajobs.gov:443/job/884403300
IT SPEC (SYSANALYSIS),Air National Guard Units,"McChord AFB, Washington",GS,83935,109122,2210,2026-08-31,2026-10-30,https://www.usajobs.gov:443/job/882883200
IT SPECIALIST (CUSTSPT),Air National Guard Units,"Bangor, Maine",GS,68545,97867,2210,2026-09-10,2026-09-24,https://www.usajobs.gov:443/job/884201800
IT SPECIALIST (CUSTSPT),Air National Guard Units,"Camp Murray, Washington",GS,83935,109122,2210,2026-09-15,2026-10-15,https://www.usajobs.gov:443/job/884804600
IT SPECIALIST (CUSTSPT),Air National Guard Units,"Lincoln, Nebraska",GS,57331,97867,2210,2026-05-28,2026-09-26,https://www.usajobs.gov:443/job/870809800
IT SPECIALIST (CUSTSPT),Air National Guard Units,"Meridian, Mississippi",GS,75278,97867,2210,2026-09-16,2026-09-30,https://www.usajobs.gov:443/job/885074500
IT SPECIALIST (CUSTSPT) (T32),Air National Guard Units,"Montgomery, Alabama",GS,75278,97867,2210,2026-09-17,2026-10-17,https://www.usajobs.gov:443/job/885092100
IT SPECIALIST (CUSTSPT) (TITLE 32),Air National Guard Units,"Jacksonville, Florida",GS,75278,97867,2210,2026-09-10,2026-10-12,https://www.usajobs.gov:443/job/884173200
IT SPECIALIST (INFOSEC) (TITLE 32),Air National Guard Units,"Jacksonville, Florida",GS,75278,97867,2210,2026-09-08,2026-10-09,https://www.usajobs.gov:443/job/883704900
IT SPECIALIST (INFOSEC) (TITLE 5),Air National Guard Units,"Jefferson Barracks, Missouri",GS,76573,99550,2210,2026-09-09,2026-10-09,https://www.usajobs.gov:443/job/884019800
IT SPECIALIST (INFOSEC) TITLE 32,Air National Guard Units,"Peoria, Illinois",GS,75278,97867,2210,2026-09-11,2027-09-10,https://www.usajobs.gov:443/job/883830100
IT SPECIALIST (NETWORK) (TITLE 32),Air National Guard Units,"Jefferson Barracks, Missouri",GS,75815,98554,2210,2025-10-30,2026-10-29,https://www.usajobs.gov:443/job/849162500
IT SPECIALIST (PLCYPLN),Air National Guard Units,"Rickenbacker AFB, Ohio",GS,77926,101309,2210,2026-07-28,2026-09-28,https://www.usajobs.gov:443/job/878218500
IT SPECIALIST (PLCYPLN) (Title 32),Air National Guard Units,"Federal Medical Center Carswell, Texas",GS,81186,105547,2210,2026-09-19,2026-10-19,https://www.usajobs.gov:443/job/885337100
IT SPECIALIST (SYSADMIN) (Title 32-INDEF),Air National Guard Units,"Ellington AFB, Texas",GS,86123,111966,2210,2026-09-16,2026-10-16,https://www.usajobs.gov:443/job/884806100
IT SPECIALIST (SYSTEMS ANALYSIS),Air National Guard Units,"Belle Chasse, Louisiana",GS,75278,97867,2210,2026-09-11,2026-10-01,https://www.usajobs.gov:443/job/884305200
IT Specialist (CUSTSPT) (TITLE 32),Air National Guard Units,"Salt Lake City, Utah",GS,68545,97867,2210,2026-09-09,2026-09-23,https://www.usajobs.gov:443/job/883940800
ITSPEC (CUSTSPT) - TITLE 32,Air National Guard Units,"Louisville, Kentucky",GS,75278,97867,2210,2026-09-11,2026-10-01,https://www.usajobs.gov:443/job/884355900
ITSPEC (INFOSEC) (Title 5),Air National Guard Units,"Fort Smith, Arkansas",GS,75278,116362,2210,2026-09-18,2026-10-03,https://www.usajobs.gov:443/job/885351800
